#node	identifier	category	term ID	term description
Hsc70-2	7227.FBpp0082175	GO Function	GO:0005524	ATP binding
Hsc70-2	7227.FBpp0082175	GO Function	GO:0016462	Pyrophosphatase activity
Hsc70-2	7227.FBpp0082175	GO Function	GO:0016787	Hydrolase activity
Hsc70-2	7227.FBpp0082175	GO Function	GO:0016817	Hydrolase activity, acting on acid anhydrides
Hsc70-2	7227.FBpp0082175	GO Function	GO:0016818	Hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
Hsc70-2	7227.FBpp0082175	GO Function	GO:0016887	ATP hydrolysis activity
Hsc70-2	7227.FBpp0082175	GO Function	GO:0017076	Purine nucleotide binding
Hsc70-2	7227.FBpp0082175	GO Function	GO:0017111	Ribonucleoside triphosphate phosphatase activity
Hsc70-2	7227.FBpp0082175	GO Function	GO:0030554	Adenyl nucleotide binding
Hsc70-2	7227.FBpp0082175	GO Function	GO:0031072	Heat shock protein binding
Hsc70-2	7227.FBpp0082175	GO Function	GO:0032553	Ribonucleotide binding
Hsc70-2	7227.FBpp0082175	GO Function	GO:0032555	Purine ribonucleotide binding
Hsc70-2	7227.FBpp0082175	GO Function	GO:0032559	Adenyl ribonucleotide binding
Hsc70-2	7227.FBpp0082175	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
Hsc70-2	7227.FBpp0082175	GO Function	GO:0036094	Small molecule binding
Hsc70-2	7227.FBpp0082175	GO Function	GO:0043167	Ion binding
Hsc70-2	7227.FBpp0082175	GO Function	GO:0043168	Anion binding
Hsc70-2	7227.FBpp0082175	GO Function	GO:0044183	Protein folding chaperone
Hsc70-2	7227.FBpp0082175	GO Function	GO:0097367	Carbohydrate derivative binding
Hsc70-2	7227.FBpp0082175	GO Function	GO:0140657	ATP-dependent activity
Hsc70-2	7227.FBpp0082175	GO Function	GO:0140662	ATP-dependent protein folding chaperone
Hsc70-2	7227.FBpp0082175	GO Function	GO:1901265	Nucleoside phosphate binding
Hsc70-2	7227.FBpp0082175	GO Function	GO:1901363	Heterocyclic compound binding
Hsc70-2	7227.FBpp0082175	GO Component	GO:0005622	Intracellular anatomical structure
Hsc70-2	7227.FBpp0082175	GO Component	GO:0005634	Nucleus
Hsc70-2	7227.FBpp0082175	GO Component	GO:0005737	Cytoplasm
Hsc70-2	7227.FBpp0082175	GO Component	GO:0005829	Cytosol
Hsc70-2	7227.FBpp0082175	GO Component	GO:0005886	Plasma membrane
Hsc70-2	7227.FBpp0082175	GO Component	GO:0016020	Membrane
Hsc70-2	7227.FBpp0082175	GO Component	GO:0043226	Organelle
Hsc70-2	7227.FBpp0082175	GO Component	GO:0043227	Membrane-bounded organelle
Hsc70-2	7227.FBpp0082175	GO Component	GO:0043229	Intracellular organelle
Hsc70-2	7227.FBpp0082175	GO Component	GO:0043231	Intracellular membrane-bounded organelle
Hsc70-2	7227.FBpp0082175	GO Component	GO:0071944	Cell periphery
Hsc70-2	7227.FBpp0082175	GO Component	GO:0110165	Cellular anatomical structure
Hsc70-2	7227.FBpp0082175	STRING clusters	CL:10098	Protein folding, and Tetratricopeptide repeats
Hsc70-2	7227.FBpp0082175	STRING clusters	CL:10100	Protein folding, and Adenyl-nucleotide exchange factor activity
Hsc70-2	7227.FBpp0082175	STRING clusters	CL:10102	Mixed, incl. Protein refolding, and Adenyl-nucleotide exchange factor activity
Hsc70-2	7227.FBpp0082175	STRING clusters	CL:10103	Mixed, incl. Protein-folding chaperone binding, and MreB/Mbl protein
Hsc70-2	7227.FBpp0082175	STRING clusters	CL:10149	Mixed, incl. Positive regulation of response to oxidative stress, and GSKIP domain
Hsc70-2	7227.FBpp0082175	KEGG	dme03040	Spliceosome
Hsc70-2	7227.FBpp0082175	KEGG	dme04141	Protein processing in endoplasmic reticulum
Hsc70-2	7227.FBpp0082175	KEGG	dme04144	Endocytosis
Hsc70-2	7227.FBpp0082175	KEGG	dme04213	Longevity regulating pathway - multiple species
Hsc70-2	7227.FBpp0082175	Reactome	DME-2262752	Cellular responses to stress
Hsc70-2	7227.FBpp0082175	Reactome	DME-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
Hsc70-2	7227.FBpp0082175	Reactome	DME-8953897	Cellular responses to stimuli
Hsc70-2	7227.FBpp0082175	Monarch	FBcv:0000349	Viable
Hsc70-2	7227.FBpp0082175	Monarch	FBcv:0000354	Visible
Hsc70-2	7227.FBpp0082175	Monarch	FBcv:0000357	Abnormal size
Hsc70-2	7227.FBpp0082175	UniProt Keywords	KW-0067	ATP-binding
Hsc70-2	7227.FBpp0082175	UniProt Keywords	KW-0346	Stress response
Hsc70-2	7227.FBpp0082175	UniProt Keywords	KW-0547	Nucleotide-binding
Hsc70-2	7227.FBpp0082175	Pfam	PF06723	MreB/Mbl protein
Hsc70-2	7227.FBpp0082175	InterPro	IPR013126	Heat shock protein 70 family
Hsc70-2	7227.FBpp0082175	InterPro	IPR018181	Heat shock protein 70, conserved site
Hsc70-2	7227.FBpp0082175	InterPro	IPR029047	Heat shock protein 70kD, peptide-binding domain superfamily
Hsc70-2	7227.FBpp0082175	InterPro	IPR029048	Heat shock protein 70kD, C-terminal domain superfamily
Hsc70-2	7227.FBpp0082175	InterPro	IPR043129	ATPase, nucleotide binding domain
Hsc70-5	7227.FBpp0086694	GO Process	GO:0006457	Protein folding
Hsc70-5	7227.FBpp0086694	GO Process	GO:0006810	Transport
Hsc70-5	7227.FBpp0086694	GO Process	GO:0006996	Organelle organization
Hsc70-5	7227.FBpp0086694	GO Process	GO:0007005	Mitochondrion organization
Hsc70-5	7227.FBpp0086694	GO Process	GO:0008104	Intracellular protein localization
Hsc70-5	7227.FBpp0086694	GO Process	GO:0008152	Metabolic process
Hsc70-5	7227.FBpp0086694	GO Process	GO:0009058	Biosynthetic process
Hsc70-5	7227.FBpp0086694	GO Process	GO:0009059	Macromolecule biosynthetic process
Hsc70-5	7227.FBpp0086694	GO Process	GO:0009987	Cellular process
Hsc70-5	7227.FBpp0086694	GO Process	GO:0010467	Gene expression
Hsc70-5	7227.FBpp0086694	GO Process	GO:0015031	Protein transport
Hsc70-5	7227.FBpp0086694	GO Process	GO:0016043	Cellular component organization
Hsc70-5	7227.FBpp0086694	GO Process	GO:0016226	Iron-sulfur cluster assembly
Hsc70-5	7227.FBpp0086694	GO Process	GO:0019538	Protein metabolic process
Hsc70-5	7227.FBpp0086694	GO Process	GO:0022607	Cellular component assembly
Hsc70-5	7227.FBpp0086694	GO Process	GO:0030150	Protein import into mitochondrial matrix
Hsc70-5	7227.FBpp0086694	GO Process	GO:0031163	Metallo-sulfur cluster assembly
Hsc70-5	7227.FBpp0086694	GO Process	GO:0033036	Macromolecule localization
Hsc70-5	7227.FBpp0086694	GO Process	GO:0033365	Protein localization to organelle
Hsc70-5	7227.FBpp0086694	GO Process	GO:0042026	Protein refolding
Hsc70-5	7227.FBpp0086694	GO Process	GO:0042391	Regulation of membrane potential
Hsc70-5	7227.FBpp0086694	GO Process	GO:0043170	Macromolecule metabolic process
Hsc70-5	7227.FBpp0086694	GO Process	GO:0044085	Cellular component biogenesis
Hsc70-5	7227.FBpp0086694	GO Process	GO:0044238	Primary metabolic process
Hsc70-5	7227.FBpp0086694	GO Process	GO:0044571	[2Fe-2S] cluster assembly
Hsc70-5	7227.FBpp0086694	GO Process	GO:0045184	Establishment of protein localization
Hsc70-5	7227.FBpp0086694	GO Process	GO:0045838	Positive regulation of membrane potential
Hsc70-5	7227.FBpp0086694	GO Process	GO:0051179	Localization
Hsc70-5	7227.FBpp0086694	GO Process	GO:0051234	Establishment of localization
Hsc70-5	7227.FBpp0086694	GO Process	GO:0051604	Protein maturation
Hsc70-5	7227.FBpp0086694	GO Process	GO:0051881	Regulation of mitochondrial membrane potential
Hsc70-5	7227.FBpp0086694	GO Process	GO:0055085	Transmembrane transport
Hsc70-5	7227.FBpp0086694	GO Process	GO:0065007	Biological regulation
Hsc70-5	7227.FBpp0086694	GO Process	GO:0065008	Regulation of biological quality
Hsc70-5	7227.FBpp0086694	GO Process	GO:0070585	Protein localization to mitochondrion
Hsc70-5	7227.FBpp0086694	GO Process	GO:0071705	Nitrogen compound transport
Hsc70-5	7227.FBpp0086694	GO Process	GO:0071806	Protein transmembrane transport
Hsc70-5	7227.FBpp0086694	GO Process	GO:0071840	Cellular component organization or biogenesis
Hsc70-5	7227.FBpp0086694	GO Process	GO:0072594	Establishment of protein localization to organelle
Hsc70-5	7227.FBpp0086694	GO Process	GO:0072655	Establishment of protein localization to mitochondrion
Hsc70-5	7227.FBpp0086694	GO Function	GO:0000166	Nucleotide binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0003824	Catalytic activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0005215	Transporter activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0005488	Binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0005515	Protein binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0005524	ATP binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0008320	Protein transmembrane transporter activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0008566	Mitochondrial protein-transporting ATPase activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0015399	Primary active transmembrane transporter activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0015450	Protein-transporting ATPase activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0016462	Pyrophosphatase activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0016787	Hydrolase activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0016817	Hydrolase activity, acting on acid anhydrides
Hsc70-5	7227.FBpp0086694	GO Function	GO:0016818	Hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
Hsc70-5	7227.FBpp0086694	GO Function	GO:0016887	ATP hydrolysis activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0017076	Purine nucleotide binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0017111	Ribonucleoside triphosphate phosphatase activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0022804	Active transmembrane transporter activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0022857	Transmembrane transporter activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0022884	Macromolecule transmembrane transporter activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0030234	Enzyme regulator activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0030554	Adenyl nucleotide binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0031072	Heat shock protein binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0032553	Ribonucleotide binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0032555	Purine ribonucleotide binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0032559	Adenyl ribonucleotide binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0036094	Small molecule binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0042626	ATPase-coupled transmembrane transporter activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0043167	Ion binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0043168	Anion binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0044183	Protein folding chaperone
Hsc70-5	7227.FBpp0086694	GO Function	GO:0051082	Unfolded protein binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0097367	Carbohydrate derivative binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:0098772	Molecular function regulator activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0140318	Protein transporter activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0140657	ATP-dependent activity
Hsc70-5	7227.FBpp0086694	GO Function	GO:0140662	ATP-dependent protein folding chaperone
Hsc70-5	7227.FBpp0086694	GO Function	GO:1901265	Nucleoside phosphate binding
Hsc70-5	7227.FBpp0086694	GO Function	GO:1901363	Heterocyclic compound binding
Hsc70-5	7227.FBpp0086694	GO Component	GO:0001405	PAM complex, Tim23 associated import motor
Hsc70-5	7227.FBpp0086694	GO Component	GO:0005622	Intracellular anatomical structure
Hsc70-5	7227.FBpp0086694	GO Component	GO:0005737	Cytoplasm
Hsc70-5	7227.FBpp0086694	GO Component	GO:0005739	Mitochondrion
Hsc70-5	7227.FBpp0086694	GO Component	GO:0005740	Mitochondrial envelope
Hsc70-5	7227.FBpp0086694	GO Component	GO:0005743	Mitochondrial inner membrane
Hsc70-5	7227.FBpp0086694	GO Component	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex
Hsc70-5	7227.FBpp0086694	GO Component	GO:0005759	Mitochondrial matrix
Hsc70-5	7227.FBpp0086694	GO Component	GO:0016020	Membrane
Hsc70-5	7227.FBpp0086694	GO Component	GO:0019866	Organelle inner membrane
Hsc70-5	7227.FBpp0086694	GO Component	GO:0031090	Organelle membrane
Hsc70-5	7227.FBpp0086694	GO Component	GO:0031966	Mitochondrial membrane
Hsc70-5	7227.FBpp0086694	GO Component	GO:0031967	Organelle envelope
Hsc70-5	7227.FBpp0086694	GO Component	GO:0031974	Membrane-enclosed lumen
Hsc70-5	7227.FBpp0086694	GO Component	GO:0032991	Protein-containing complex
Hsc70-5	7227.FBpp0086694	GO Component	GO:0043226	Organelle
Hsc70-5	7227.FBpp0086694	GO Component	GO:0043227	Membrane-bounded organelle
Hsc70-5	7227.FBpp0086694	GO Component	GO:0043229	Intracellular organelle
Hsc70-5	7227.FBpp0086694	GO Component	GO:0043231	Intracellular membrane-bounded organelle
Hsc70-5	7227.FBpp0086694	GO Component	GO:0043233	Organelle lumen
Hsc70-5	7227.FBpp0086694	GO Component	GO:0070013	Intracellular organelle lumen
Hsc70-5	7227.FBpp0086694	GO Component	GO:0098796	Membrane protein complex
Hsc70-5	7227.FBpp0086694	GO Component	GO:0098798	Mitochondrial protein-containing complex
Hsc70-5	7227.FBpp0086694	GO Component	GO:0098800	Inner mitochondrial membrane protein complex
Hsc70-5	7227.FBpp0086694	GO Component	GO:0110165	Cellular anatomical structure
Hsc70-5	7227.FBpp0086694	STRING clusters	CL:2152	Protein localization to mitochondrion, and ATP-dependent peptidase activity
Hsc70-5	7227.FBpp0086694	STRING clusters	CL:2154	Protein localization to mitochondrion
Hsc70-5	7227.FBpp0086694	STRING clusters	CL:2155	Protein import into mitochondrial matrix
Hsc70-5	7227.FBpp0086694	STRING clusters	CL:2156	TIM23 mitochondrial import inner membrane translocase complex
Hsc70-5	7227.FBpp0086694	KEGG	dme03018	RNA degradation
Hsc70-5	7227.FBpp0086694	Reactome	DME-1428517	Aerobic respiration and respiratory electron transport
Hsc70-5	7227.FBpp0086694	Reactome	DME-1430728	Metabolism
Hsc70-5	7227.FBpp0086694	Reactome	DME-392499	Metabolism of proteins
Hsc70-5	7227.FBpp0086694	Reactome	DME-611105	Respiratory electron transport
Hsc70-5	7227.FBpp0086694	Reactome	DME-6799198	Complex I biogenesis
Hsc70-5	7227.FBpp0086694	Reactome	DME-9837999	Mitochondrial protein degradation
Hsc70-5	7227.FBpp0086694	Reactome	DME-9865881	Complex III assembly
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0001405	PAM complex, Tim23 associated import motor
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0005622	Intracellular anatomical structure
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0005737	Cytoplasm
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0005739	Mitochondrion
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0005740	Mitochondrial envelope
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0005743	Mitochondrial inner membrane
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0005744	TIM23 mitochondrial import inner membrane translocase complex
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0005759	Mitochondrial matrix
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0016020	Membrane
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0019866	Organelle inner membrane
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0031090	Organelle membrane
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0031966	Mitochondrial membrane
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0031967	Organelle envelope
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0031975	Obsolete envelope
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0032991	Protein-containing complex
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0043226	Organelle
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0043229	Intracellular organelle
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0043233	Organelle lumen
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0098800	Inner mitochondrial membrane protein complex
Hsc70-5	7227.FBpp0086694	COMPARTMENTS	GOCC:0110165	Cellular anatomical structure
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0000349	Viable
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0000351	Lethal
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0000354	Visible
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0000364	Sterile
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0000366	Female sterile
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0000385	Short lived
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0000424	Abnormal cell death
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0000425	Increased cell death
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002000	Lethal - all die before end of P-stage
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002002	Lethal - all die before end of larval stage
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002004	Increased mortality
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002007	Lethal - all die during larval stage
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002010	Majority die during P-stage
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002012	Majority die during larval stage
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002013	Majority die during second instar larval stage
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002014	Majority die during third instar larval stage
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002019	Increased mortality during development
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002020	Some die during P-stage
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002022	Some die during second instar larval stage
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002023	Some die during larval stage
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002024	Some die during third instar larval stage
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002026	Lethal - all die before end of prepupal stage
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002027	Lethal - all die before end of pupal stage
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002034	Majority die during pupal stage
Hsc70-5	7227.FBpp0086694	Monarch	FBcv:0002039	Some die during pupal stage
Hsc70-5	7227.FBpp0086694	UniProt Keywords	KW-0067	ATP-binding
Hsc70-5	7227.FBpp0086694	UniProt Keywords	KW-0346	Stress response
Hsc70-5	7227.FBpp0086694	UniProt Keywords	KW-0547	Nucleotide-binding
Hsc70-5	7227.FBpp0086694	UniProt Keywords	KW-0597	Phosphoprotein
Hsc70-5	7227.FBpp0086694	Pfam	PF06723	MreB/Mbl protein
Hsc70-5	7227.FBpp0086694	InterPro	IPR013126	Heat shock protein 70 family
Hsc70-5	7227.FBpp0086694	InterPro	IPR018181	Heat shock protein 70, conserved site
Hsc70-5	7227.FBpp0086694	InterPro	IPR029047	Heat shock protein 70kD, peptide-binding domain superfamily
Hsc70-5	7227.FBpp0086694	InterPro	IPR029048	Heat shock protein 70kD, C-terminal domain superfamily
Hsc70-5	7227.FBpp0086694	InterPro	IPR043129	ATPase, nucleotide binding domain
Hsf	7227.FBpp0110266	GO Process	GO:0006355	Regulation of DNA-templated transcription
Hsf	7227.FBpp0110266	GO Process	GO:0006357	Regulation of transcription by RNA polymerase II
Hsf	7227.FBpp0110266	GO Process	GO:0006950	Response to stress
Hsf	7227.FBpp0110266	GO Process	GO:0006952	Defense response
Hsf	7227.FBpp0110266	GO Process	GO:0009266	Response to temperature stimulus
Hsf	7227.FBpp0110266	GO Process	GO:0009408	Response to heat
Hsf	7227.FBpp0110266	GO Process	GO:0009605	Response to external stimulus
Hsf	7227.FBpp0110266	GO Process	GO:0009607	Response to biotic stimulus
Hsf	7227.FBpp0110266	GO Process	GO:0009617	Response to bacterium
Hsf	7227.FBpp0110266	GO Process	GO:0009620	Response to fungus
Hsf	7227.FBpp0110266	GO Process	GO:0009628	Response to abiotic stimulus
Hsf	7227.FBpp0110266	GO Process	GO:0009889	Regulation of biosynthetic process
Hsf	7227.FBpp0110266	GO Process	GO:0009890	Negative regulation of biosynthetic process
Hsf	7227.FBpp0110266	GO Process	GO:0009891	Positive regulation of biosynthetic process
Hsf	7227.FBpp0110266	GO Process	GO:0009892	Negative regulation of metabolic process
Hsf	7227.FBpp0110266	GO Process	GO:0009893	Positive regulation of metabolic process
Hsf	7227.FBpp0110266	GO Process	GO:0010468	Regulation of gene expression
Hsf	7227.FBpp0110266	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
Hsf	7227.FBpp0110266	GO Process	GO:0010557	Positive regulation of macromolecule biosynthetic process
Hsf	7227.FBpp0110266	GO Process	GO:0010558	Negative regulation of macromolecule biosynthetic process
Hsf	7227.FBpp0110266	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
Hsf	7227.FBpp0110266	GO Process	GO:0010605	Negative regulation of macromolecule metabolic process
Hsf	7227.FBpp0110266	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
Hsf	7227.FBpp0110266	GO Process	GO:0019222	Regulation of metabolic process
Hsf	7227.FBpp0110266	GO Process	GO:0042742	Defense response to bacterium
Hsf	7227.FBpp0110266	GO Process	GO:0043207	Response to external biotic stimulus
Hsf	7227.FBpp0110266	GO Process	GO:0044419	Biological process involved in interspecies interaction between organisms
Hsf	7227.FBpp0110266	GO Process	GO:0045892	Negative regulation of DNA-templated transcription
Hsf	7227.FBpp0110266	GO Process	GO:0045893	Positive regulation of DNA-templated transcription
Hsf	7227.FBpp0110266	GO Process	GO:0045934	Negative regulation of nucleobase-containing compound metabolic process
Hsf	7227.FBpp0110266	GO Process	GO:0045935	Positive regulation of nucleobase-containing compound metabolic process
Hsf	7227.FBpp0110266	GO Process	GO:0045944	Positive regulation of transcription by RNA polymerase II
Hsf	7227.FBpp0110266	GO Process	GO:0048518	Positive regulation of biological process
Hsf	7227.FBpp0110266	GO Process	GO:0048519	Negative regulation of biological process
Hsf	7227.FBpp0110266	GO Process	GO:0048522	Positive regulation of cellular process
Hsf	7227.FBpp0110266	GO Process	GO:0048523	Negative regulation of cellular process
Hsf	7227.FBpp0110266	GO Process	GO:0050789	Regulation of biological process
Hsf	7227.FBpp0110266	GO Process	GO:0050794	Regulation of cellular process
Hsf	7227.FBpp0110266	GO Process	GO:0050832	Defense response to fungus
Hsf	7227.FBpp0110266	GO Process	GO:0050896	Response to stimulus
Hsf	7227.FBpp0110266	GO Process	GO:0051252	Regulation of RNA metabolic process
Hsf	7227.FBpp0110266	GO Process	GO:0051253	Negative regulation of RNA metabolic process
Hsf	7227.FBpp0110266	GO Process	GO:0051254	Positive regulation of RNA metabolic process
Hsf	7227.FBpp0110266	GO Process	GO:0051707	Response to other organism
Hsf	7227.FBpp0110266	GO Process	GO:0060255	Regulation of macromolecule metabolic process
Hsf	7227.FBpp0110266	GO Process	GO:0065007	Biological regulation
Hsf	7227.FBpp0110266	GO Process	GO:0080090	Regulation of primary metabolic process
Hsf	7227.FBpp0110266	GO Process	GO:1902679	Negative regulation of RNA biosynthetic process
Hsf	7227.FBpp0110266	GO Process	GO:1902680	Positive regulation of RNA biosynthetic process
Hsf	7227.FBpp0110266	GO Process	GO:2001141	Regulation of RNA biosynthetic process
Hsf	7227.FBpp0110266	GO Function	GO:0003676	Nucleic acid binding
Hsf	7227.FBpp0110266	GO Function	GO:0003677	DNA binding
Hsf	7227.FBpp0110266	GO Function	GO:0003700	DNA-binding transcription factor activity
Hsf	7227.FBpp0110266	GO Function	GO:0005488	Binding
Hsf	7227.FBpp0110266	GO Function	GO:0005515	Protein binding
Hsf	7227.FBpp0110266	GO Function	GO:0042802	Identical protein binding
Hsf	7227.FBpp0110266	GO Function	GO:0043565	Sequence-specific DNA binding
Hsf	7227.FBpp0110266	GO Function	GO:0140110	Transcription regulator activity
Hsf	7227.FBpp0110266	GO Component	GO:0000785	Chromatin
Hsf	7227.FBpp0110266	GO Component	GO:0005622	Intracellular anatomical structure
Hsf	7227.FBpp0110266	GO Component	GO:0005634	Nucleus
Hsf	7227.FBpp0110266	GO Component	GO:0005694	Chromosome
Hsf	7227.FBpp0110266	GO Component	GO:0005700	Polytene chromosome
Hsf	7227.FBpp0110266	GO Component	GO:0043226	Organelle
Hsf	7227.FBpp0110266	GO Component	GO:0043227	Membrane-bounded organelle
Hsf	7227.FBpp0110266	GO Component	GO:0043228	Membraneless organelle
Hsf	7227.FBpp0110266	GO Component	GO:0043229	Intracellular organelle
Hsf	7227.FBpp0110266	GO Component	GO:0043231	Intracellular membrane-bounded organelle
Hsf	7227.FBpp0110266	GO Component	GO:0043232	Intracellular membraneless organelle
Hsf	7227.FBpp0110266	GO Component	GO:0110165	Cellular anatomical structure
Hsf	7227.FBpp0110266	STRING clusters	CL:10098	Protein folding, and Tetratricopeptide repeats
Hsf	7227.FBpp0110266	STRING clusters	CL:10100	Protein folding, and Adenyl-nucleotide exchange factor activity
Hsf	7227.FBpp0110266	STRING clusters	CL:10102	Mixed, incl. Protein refolding, and Adenyl-nucleotide exchange factor activity
Hsf	7227.FBpp0110266	STRING clusters	CL:10158	Alpha crystallin/Small heat shock protein, animal type, and Hsp70 protein
Hsf	7227.FBpp0110266	Reactome	DME-2262752	Cellular responses to stress
Hsf	7227.FBpp0110266	Reactome	DME-3371453	Regulation of HSF1-mediated heat shock response
Hsf	7227.FBpp0110266	Reactome	DME-3371511	HSF1 activation
Hsf	7227.FBpp0110266	Reactome	DME-3371556	Cellular response to heat stress
Hsf	7227.FBpp0110266	Reactome	DME-3371568	Attenuation phase
Hsf	7227.FBpp0110266	Reactome	DME-3371571	HSF1-dependent transactivation
Hsf	7227.FBpp0110266	Reactome	DME-8953897	Cellular responses to stimuli
Hsf	7227.FBpp0110266	Reactome	DME-9841251	Mitochondrial unfolded protein response (UPRmt)
Hsf	7227.FBpp0110266	COMPARTMENTS	GOCC:0000785	Chromatin
Hsf	7227.FBpp0110266	COMPARTMENTS	GOCC:0005622	Intracellular anatomical structure
Hsf	7227.FBpp0110266	COMPARTMENTS	GOCC:0005634	Nucleus
Hsf	7227.FBpp0110266	COMPARTMENTS	GOCC:0005694	Chromosome
Hsf	7227.FBpp0110266	COMPARTMENTS	GOCC:0005700	Polytene chromosome
Hsf	7227.FBpp0110266	COMPARTMENTS	GOCC:0043226	Organelle
Hsf	7227.FBpp0110266	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
