"Input Order","Search Term","Input GeneID","FlyBaseID","Input Gene Symbol","Output Species","Output GeneID","Human Species Gene ID","Output Gene Symbol","Ensembl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","5880","9802","RAC2","ENSG00000128340","5","4.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, SonicParanoid","","Add","G2F details (RAC2)    DRscDB Data: (RAC2)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","57381","688","RHOJ","ENSG00000126785","4","3.91","moderate","No","Yes","eggNOG, OrthoDB, Panther, orthoMCL","","Add","G2F details (RHOJ)    DRscDB Data: (RHOJ)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","5881","9803","RAC3","ENSG00000169750","4","3.8","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, SonicParanoid","","Add","G2F details (RAC3)    DRscDB Data: (RAC3)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","391","672","RHOG","ENSG00000177105","4","3.8","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, SonicParanoid","","Add","G2F details (RHOG)    DRscDB Data: (RHOG)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","5879","9801","RAC1","ENSG00000136238","4","3.8","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, SonicParanoid","","Add","G2F details (RAC1)    DRscDB Data: (RAC1)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","389","669","RHOC","ENSG00000155366","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL","","Add","G2F details (RHOC)    DRscDB Data: (RHOC)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","54509","15703","RHOF","ENSG00000139725","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL","","Add","G2F details (RHOF)    DRscDB Data: (RHOF)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","29984","670","RHOD","ENSG00000173156","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL","","Add","G2F details (RHOD)    DRscDB Data: (RHOD)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","387","667","RHOA","ENSG00000067560","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL","","Add","G2F details (RHOA)    DRscDB Data: (RHOA)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","171177","18313","RHOV","ENSG00000104140","3","2.8","low","No","No","eggNOG, OrthoFinder, orthoMCL","","Add","G2F details (RHOV)    DRscDB Data: (RHOV)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","399","686","RHOH","ENSG00000168421","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (RHOH)    DRscDB Data: (RHOH)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","58480","17794","RHOU","ENSG00000116574","2","1.8","low","No","No","eggNOG, orthoMCL","","Add","G2F details (RHOU)    DRscDB Data: (RHOU)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","388","668","RHOB","ENSG00000143878","2","1.8","low","No","No","eggNOG, orthoMCL","","Add","G2F details (RHOB)    DRscDB Data: (RHOB)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","8153","18315","RND2","ENSG00000108830","1","0.9","low","No","No","eggNOG","","Add","G2F details (RND2)    DRscDB Data: (RND2)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","22836","18757","RHOBTB3","ENSG00000164292","1","0.9","low","No","No","eggNOG","","Add","G2F details (RHOBTB3)    DRscDB Data: (RHOBTB3)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","23221","18756","RHOBTB2","ENSG00000008853","1","0.9","low","No","No","eggNOG","","Add","G2F details (RHOBTB2)    DRscDB Data: (RHOBTB2)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","27289","18314","RND1","ENSG00000172602","1","0.9","low","No","No","eggNOG","","Add","G2F details (RND1)    DRscDB Data: (RND1)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","390","671","RND3","ENSG00000115963","1","0.9","low","No","No","eggNOG","","Add","G2F details (RND3)    DRscDB Data: (RND3)                             Human Protein Atlas  (HPA)"
"7","FBgn0010341","32981","FBgn0010341","Cdc42","Human","9886","18738","RHOBTB1","ENSG00000072422","1","0.9","low","No","No","eggNOG","","Add","G2F details (RHOBTB1)    DRscDB Data: (RHOBTB1)                             Human Protein Atlas  (HPA)"
"8","FBgn0000422","35190","FBgn0000422","Ddc","Human","1644","2719","DDC","ENSG00000132437","13","12.81","high","Yes","Yes","Compara, Domainoid, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Hieranoid, Panther, Phylome, SonicParanoid, orthoMCL","","Add","G2F details (DDC)    DRscDB Data: (DDC)                             Human Protein Atlas  (HPA)"
"8","FBgn0000422","35190","FBgn0000422","Ddc","Human","3067","4855","HDC","ENSG00000140287","6","5.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, Hieranoid, orthoMCL, SonicParanoid","","Add","G2F details (HDC)    DRscDB Data: (HDC)                             Human Protein Atlas  (HPA)"
"8","FBgn0000422","35190","FBgn0000422","Ddc","Human","2572","4093","GAD2","ENSG00000136750","2","1.8","low","No","No","eggNOG, orthoMCL","","Add","G2F details (GAD2)    DRscDB Data: (GAD2)                             Human Protein Atlas  (HPA)"
"8","FBgn0000422","35190","FBgn0000422","Ddc","Human","51380","18966","CSAD","ENSG00000139631","2","1.8","low","No","No","eggNOG, orthoMCL","","Add","G2F details (CSAD)    DRscDB Data: (CSAD)                             Human Protein Atlas  (HPA)"
"8","FBgn0000422","35190","FBgn0000422","Ddc","Human","2571","4092","GAD1","ENSG00000128683","2","1.8","low","No","No","eggNOG, orthoMCL","","Add","G2F details (GAD1)    DRscDB Data: (GAD1)                             Human Protein Atlas  (HPA)"
"8","FBgn0000422","35190","FBgn0000422","Ddc","Human","339896","27949","GADL1","ENSG00000144644","2","1.8","low","No","No","eggNOG, orthoMCL","","Add","G2F details (GADL1)    DRscDB Data: (GADL1)                             Human Protein Atlas  (HPA)"
"8","FBgn0000422","35190","FBgn0000422","Ddc","Human","8879","10817","SGPL1","ENSG00000166224","1","0.9","low","No","No","eggNOG","","Add","G2F details (SGPL1)    DRscDB Data: (SGPL1)                             Human Protein Atlas  (HPA)"
"8","FBgn0000422","35190","FBgn0000422","Ddc","Human","51091","30605","SEPSECS","ENSG00000109618","1","0.9","low","No","No","eggNOG","","Add","G2F details (SEPSECS)    DRscDB Data: (SEPSECS)                             Human Protein Atlas  (HPA)"
"9","FBgn0029131","53585","FBgn0029131","Debcl","Human","666","1087","BOK","ENSG00000176720","11","10.79","high","Yes","Yes","Compara, Domainoid, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, Hieranoid, Panther, Phylome, SonicParanoid, orthoMCL","","Add","G2F details (BOK)    DRscDB Data: (BOK)                             Human Protein Atlas  (HPA)"
"9","FBgn0029131","53585","FBgn0029131","Debcl","Human","596","990","BCL2","ENSG00000171791","3","2.81","moderate","No","Yes","eggNOG, OrthoDB, orthoMCL","","Add","G2F details (BCL2)    DRscDB Data: (BCL2)                             Human Protein Atlas  (HPA)"
"9","FBgn0029131","53585","FBgn0029131","Debcl","Human","598","992","BCL2L1","ENSG00000171552","3","2.81","moderate","No","Yes","eggNOG, OrthoDB, orthoMCL","","Add","G2F details (BCL2L1)    DRscDB Data: (BCL2L1)                             Human Protein Atlas  (HPA)"
"9","FBgn0029131","53585","FBgn0029131","Debcl","Human","581","959","BAX","ENSG00000087088","3","2.73","moderate","No","Yes","Compara, eggNOG, orthoMCL","","Add","G2F details (BAX)    DRscDB Data: (BAX)                             Human Protein Atlas  (HPA)"
"9","FBgn0029131","53585","FBgn0029131","Debcl","Human","578","949","BAK1","ENSG00000030110","3","2.73","moderate","No","Yes","Compara, eggNOG, orthoMCL","","Add","G2F details (BAK1)    DRscDB Data: (BAK1)                             Human Protein Atlas  (HPA)"
"9","FBgn0029131","53585","FBgn0029131","Debcl","Human","10017","993","BCL2L10","ENSG00000137875","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (BCL2L10)    DRscDB Data: (BCL2L10)                             Human Protein Atlas  (HPA)"
"9","FBgn0029131","53585","FBgn0029131","Debcl","Human","597","991","BCL2A1","ENSG00000140379","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (BCL2A1)    DRscDB Data: (BCL2A1)                             Human Protein Atlas  (HPA)"
"9","FBgn0029131","53585","FBgn0029131","Debcl","Human","599","995","BCL2L2","ENSG00000129473","2","1.8","moderate","No","Yes","eggNOG, orthoMCL","","Add","G2F details (BCL2L2)    DRscDB Data: (BCL2L2)                             Human Protein Atlas  (HPA)"
"9","FBgn0029131","53585","FBgn0029131","Debcl","Human","574406","32041","ADAMTSL4-AS1","ENSG00000143384","1","0.93","low","No","Yes","Compara","","Add","G2F details (ADAMTSL4-AS1)    DRscDB Data: (ADAMTSL4-AS1)                             Human Protein Atlas  (HPA)"
"9","FBgn0029131","53585","FBgn0029131","Debcl","Human","112770","29436","GLMP","ENSG00000198715","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (GLMP)    DRscDB Data: (GLMP)                             Human Protein Atlas  (HPA)"
"9","FBgn0029131","53585","FBgn0029131","Debcl","Human","79370","16657","BCL2L14","ENSG00000121380","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (BCL2L14)    DRscDB Data: (BCL2L14)                             Human Protein Atlas  (HPA)"
"9","FBgn0029131","53585","FBgn0029131","Debcl","Human","389384","33769","BNIP5","ENSG00000189325","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (BNIP5)    DRscDB Data: (BNIP5)                             Human Protein Atlas  (HPA)"
"9","FBgn0029131","53585","FBgn0029131","Debcl","Human","4170","6943","MCL1","ENSG00000143384","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (MCL1)    DRscDB Data: (MCL1)                             Human Protein Atlas  (HPA)"
"9","FBgn0029131","53585","FBgn0029131","Debcl","Human","100528021","44655","ST20-MTHFS","ENSG00000259332","1","0.9","low","No","No","eggNOG","","Add","G2F details (ST20-MTHFS)    DRscDB Data: (ST20-MTHFS)                             Human Protein Atlas  (HPA)"
"10","FBgn0000463","42313","FBgn0000463","Delta","Human","54567","2910","DLL4","ENSG00000128917","8","7.84","high","Yes","Yes","Domainoid, OrthoFinder, OrthoInspector, Compara, Panther, Phylome, SonicParanoid, orthoMCL","","Add","G2F details (DLL4)    DRscDB Data: (DLL4)                             Human Protein Atlas  (HPA)"
"10","FBgn0000463","42313","FBgn0000463","Delta","Human","28514","2908","DLL1","ENSG00000198719","8","7.84","high","Yes","Yes","Compara, Domainoid, OrthoFinder, OrthoInspector, Panther, Phylome, SonicParanoid, orthoMCL","","Add","G2F details (DLL1)    DRscDB Data: (DLL1)                             Human Protein Atlas  (HPA)"
"10","FBgn0000463","42313","FBgn0000463","Delta","Human","182","6188","JAG1","ENSG00000101384","5","4.84","moderate","No","No","Compara, Domainoid, OrthoDB, Hieranoid, orthoMCL","","Add","G2F details (JAG1)    DRscDB Data: (JAG1)                             Human Protein Atlas  (HPA)"
"10","FBgn0000463","42313","FBgn0000463","Delta","Human","3714","6189","JAG2","ENSG00000184916","4","3.91","moderate","No","No","Domainoid, OrthoDB, Hieranoid, orthoMCL","","Add","G2F details (JAG2)    DRscDB Data: (JAG2)                             Human Protein Atlas  (HPA)"
"10","FBgn0000463","42313","FBgn0000463","Delta","Human","10683","2909","DLL3","ENSG00000090932","3","2.91","moderate","No","Yes","Panther, Phylome, orthoMCL","","Add","G2F details (DLL3)    DRscDB Data: (DLL3)                             Human Protein Atlas  (HPA)"
"10","FBgn0000463","42313","FBgn0000463","Delta","Human","8788","2907","DLK1","ENSG00000185559","2","1.81","moderate","No","Yes","Phylome, orthoMCL","","Add","G2F details (DLK1)    DRscDB Data: (DLK1)                             Human Protein Atlas  (HPA)"
"10","FBgn0000463","42313","FBgn0000463","Delta","Human","92737","24456","DNER","ENSG00000187957","3","2.83","low","No","No","Compara, Domainoid, orthoMCL","","Add","G2F details (DNER)    DRscDB Data: (DNER)                             Human Protein Atlas  (HPA)"
"10","FBgn0000463","42313","FBgn0000463","Delta","Human","100996763","53923","NOTCH2NLB","ENSG00000286019","1","1.1","low","No","No","Panther","","Add","G2F details (NOTCH2NLB)    DRscDB Data: (NOTCH2NLB)                             Human Protein Atlas  (HPA)"
"10","FBgn0000463","42313","FBgn0000463","Delta","Human","4855","7884","NOTCH4","ENSG00000204301","1","0.93","low","No","No","Compara","","Add","G2F details (NOTCH4)    DRscDB Data: (NOTCH4)                             Human Protein Atlas  (HPA)"
"10","FBgn0000463","42313","FBgn0000463","Delta","Human","65989","21113","DLK2","ENSG00000171462","1","0.9","low","No","No","orthoMCL","","Add","G2F details (DLK2)    DRscDB Data: (DLK2)                             Human Protein Atlas  (HPA)"
"11","FBgn0039683","43495","FBgn0039683","dmrt99B","Human","63951","13826","DMRTA1","ENSG00000176399","9","8.96","high","Yes","Yes","Domainoid, eggNOG, Inparanoid, OrthoDB, OrthoFinder, Hieranoid, Panther, orthoMCL, SonicParanoid","","Add","G2F details (DMRTA1)    DRscDB Data: (DMRTA1)                             Human Protein Atlas  (HPA)"
"11","FBgn0039683","43495","FBgn0039683","dmrt99B","Human","63950","13908","DMRTA2","ENSG00000142700","9","8.95","high","Yes","Yes","Domainoid, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, Hieranoid, Panther, SonicParanoid, orthoMCL","","Add","G2F details (DMRTA2)    DRscDB Data: (DMRTA2)                             Human Protein Atlas  (HPA)"
"11","FBgn0039683","43495","FBgn0039683","dmrt99B","Human","63948","13913","DMRTB1","ENSG00000143006","6","5.84","moderate","No","Yes","eggNOG, OrthoDB, OrthoFinder, Compara, orthoMCL, Panther","","Add","G2F details (DMRTB1)    DRscDB Data: (DMRTB1)                             Human Protein Atlas  (HPA)"
"11","FBgn0039683","43495","FBgn0039683","dmrt99B","Human","58524","13909","DMRT3","ENSG00000064218","4","3.83","moderate","No","No","eggNOG, Compara, Panther, orthoMCL","","Add","G2F details (DMRT3)    DRscDB Data: (DMRT3)                             Human Protein Atlas  (HPA)"
"11","FBgn0039683","43495","FBgn0039683","dmrt99B","Human","63946","13911","DMRTC2","ENSG00000142025","3","2.84","low","No","No","eggNOG, OrthoDB, Compara","","Add","G2F details (DMRTC2)    DRscDB Data: (DMRTC2)                             Human Protein Atlas  (HPA)"
"11","FBgn0039683","43495","FBgn0039683","dmrt99B","Human","1761","2934","DMRT1","ENSG00000137090","3","2.73","low","No","No","eggNOG, Compara, orthoMCL","","Add","G2F details (DMRT1)    DRscDB Data: (DMRT1)                             Human Protein Atlas  (HPA)"
"11","FBgn0039683","43495","FBgn0039683","dmrt99B","Human","728656","31686","DMRTC1B","ENSG00000184911","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (DMRTC1B)    DRscDB Data: (DMRTC1B)                             Human Protein Atlas  (HPA)"
"11","FBgn0039683","43495","FBgn0039683","dmrt99B","Human","63947","13910","DMRTC1","ENSG00000269502","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (DMRTC1)    DRscDB Data: (DMRTC1)                             Human Protein Atlas  (HPA)"
"11","FBgn0039683","43495","FBgn0039683","dmrt99B","Human","10655","2935","DMRT2","ENSG00000173253","2","1.8","low","No","No","eggNOG, orthoMCL","","Add","G2F details (DMRT2)    DRscDB Data: (DMRT2)                             Human Protein Atlas  (HPA)"
"11","FBgn0039683","43495","FBgn0039683","dmrt99B","Human","144577","26517","KICS2","ENSG00000174206","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (KICS2)    DRscDB Data: (KICS2)                             Human Protein Atlas  (HPA)"
"11","FBgn0039683","43495","FBgn0039683","dmrt99B","Human","644041","40037","C18orf63","ENSG00000206043","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (C18orf63)    DRscDB Data: (C18orf63)                             Human Protein Atlas  (HPA)"
"12","FBgn0026479","33445","FBgn0026479","Drp1","Human","10059","2973","DNM1L","ENSG00000087470","12","11.88","high","Yes","Yes","Domainoid, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Hieranoid, Panther, Phylome, SonicParanoid, orthoMCL","","Add","G2F details (DNM1L)    DRscDB Data: (DNM1L)                             Human Protein Atlas  (HPA)"
"12","FBgn0026479","33445","FBgn0026479","Drp1","Human","4599","7532","MX1","ENSG00000157601","5","4.74","moderate","No","Yes","eggNOG, OrthoDB, Compara, SonicParanoid, orthoMCL","","Add","G2F details (MX1)    DRscDB Data: (MX1)                             Human Protein Atlas  (HPA)"
"12","FBgn0026479","33445","FBgn0026479","Drp1","Human","4600","7533","MX2","ENSG00000183486","5","4.74","moderate","No","Yes","eggNOG, OrthoDB, Compara, SonicParanoid, orthoMCL","","Add","G2F details (MX2)    DRscDB Data: (MX2)                             Human Protein Atlas  (HPA)"
"12","FBgn0026479","33445","FBgn0026479","Drp1","Human","1785","2974","DNM2","ENSG00000079805","4","3.74","moderate","No","No","eggNOG, OrthoDB, Compara, orthoMCL","","Add","G2F details (DNM2)    DRscDB Data: (DNM2)                             Human Protein Atlas  (HPA)"
"12","FBgn0026479","33445","FBgn0026479","Drp1","Human","26052","29125","DNM3","ENSG00000197959","4","3.74","moderate","No","No","eggNOG, OrthoDB, Compara, orthoMCL","","Add","G2F details (DNM3)    DRscDB Data: (DNM3)                             Human Protein Atlas  (HPA)"
"12","FBgn0026479","33445","FBgn0026479","Drp1","Human","1759","2972","DNM1","ENSG00000106976","3","2.73","low","No","No","eggNOG, Compara, orthoMCL","","Add","G2F details (DNM1)    DRscDB Data: (DNM1)                             Human Protein Atlas  (HPA)"
"12","FBgn0026479","33445","FBgn0026479","Drp1","Human","196968","35199","DNM1P46","ENSG00000290767","1","0.93","low","No","Yes","Compara","","Add","G2F details (DNM1P46)    DRscDB Data: (DNM1P46)                             Human Protein Atlas  (HPA)"
"12","FBgn0026479","33445","FBgn0026479","Drp1","Human","9927","16877","MFN2","ENSG00000116688","1","0.9","low","No","No","eggNOG","","Add","G2F details (MFN2)    DRscDB Data: (MFN2)                             Human Protein Atlas  (HPA)"
"12","FBgn0026479","33445","FBgn0026479","Drp1","Human","55669","18262","MFN1","ENSG00000171109","1","0.9","low","No","No","eggNOG","","Add","G2F details (MFN1)    DRscDB Data: (MFN1)                             Human Protein Atlas  (HPA)"
"12","FBgn0026479","33445","FBgn0026479","Drp1","Human","4976","8140","OPA1","ENSG00000198836","1","0.9","low","No","No","eggNOG","","Add","G2F details (OPA1)    DRscDB Data: (OPA1)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","1826","3039","DSCAM","ENSG00000171587","12","11.8","high","Yes","Yes","Domainoid, eggNOG, Inparanoid, OMA, OrthoFinder, OrthoInspector, Compara, Hieranoid, Panther, Phylome, SonicParanoid, orthoMCL","","Add","G2F details (DSCAM)    DRscDB Data: (DSCAM)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","57453","14656","DSCAML1","ENSG00000177103","12","11.8","high","Yes","Yes","Domainoid, eggNOG, Inparanoid, OMA, OrthoFinder, OrthoInspector, Compara, Hieranoid, Panther, Phylome, SonicParanoid, orthoMCL","","Add","G2F details (DSCAML1)    DRscDB Data: (DSCAML1)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","27255","2176","CNTN6","ENSG00000134115","2","1.94","low","No","No","OrthoDB, Compara","","Add","G2F details (CNTN6)    DRscDB Data: (CNTN6)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","152330","2174","CNTN4","ENSG00000144619","2","1.94","low","No","No","OrthoDB, Compara","","Add","G2F details (CNTN4)    DRscDB Data: (CNTN4)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","5067","2173","CNTN3","ENSG00000113805","2","1.94","low","No","No","OrthoDB, Compara","","Add","G2F details (CNTN3)    DRscDB Data: (CNTN3)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","53942","2175","CNTN5","ENSG00000149972","2","1.94","low","No","No","OrthoDB, Compara","","Add","G2F details (CNTN5)    DRscDB Data: (CNTN5)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","84623","23204","KIRREL3","ENSG00000149571","1","1","low","No","No","Domainoid","","Add","G2F details (KIRREL3)    DRscDB Data: (KIRREL3)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","84063","18816","KIRREL2","ENSG00000126259","1","1","low","No","No","Domainoid","","Add","G2F details (KIRREL2)    DRscDB Data: (KIRREL2)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","55243","15734","KIRREL1","ENSG00000183853","1","1","low","No","No","Domainoid","","Add","G2F details (KIRREL1)    DRscDB Data: (KIRREL1)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","10752","1939","CHL1","ENSG00000134121","1","0.93","low","No","No","Compara","","Add","G2F details (CHL1)    DRscDB Data: (CHL1)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","4756","7754","NEO1","ENSG00000067141","1","0.93","low","No","No","Compara","","Add","G2F details (NEO1)    DRscDB Data: (NEO1)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","4897","7994","NRCAM","ENSG00000091129","1","0.93","low","No","No","Compara","","Add","G2F details (NRCAM)    DRscDB Data: (NRCAM)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","147645","27111","VSIG10L","ENSG00000186806","1","0.93","low","No","Yes","Compara","","Add","G2F details (VSIG10L)    DRscDB Data: (VSIG10L)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","23114","29866","NFASC","ENSG00000163531","1","0.93","low","No","No","Compara","","Add","G2F details (NFASC)    DRscDB Data: (NFASC)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","54549","19308","SDK2","ENSG00000069188","1","0.93","low","No","No","Compara","","Add","G2F details (SDK2)    DRscDB Data: (SDK2)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","84966","28246","IGSF21","ENSG00000117154","1","0.93","low","No","No","Compara","","Add","G2F details (IGSF21)    DRscDB Data: (IGSF21)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","57722","13770","IGDCC4","ENSG00000103742","1","0.93","low","No","No","Compara","","Add","G2F details (IGDCC4)    DRscDB Data: (IGDCC4)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","50937","17104","CDON","ENSG00000064309","1","0.93","low","No","No","Compara","","Add","G2F details (CDON)    DRscDB Data: (CDON)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","91653","17173","BOC","ENSG00000144857","1","0.93","low","No","No","Compara","","Add","G2F details (BOC)    DRscDB Data: (BOC)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","6900","2172","CNTN2","ENSG00000184144","1","0.93","low","No","No","Compara","","Add","G2F details (CNTN2)    DRscDB Data: (CNTN2)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","4685","7657","NCAM2","ENSG00000154654","1","0.93","low","No","No","Compara","","Add","G2F details (NCAM2)    DRscDB Data: (NCAM2)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","54538","17985","ROBO4","ENSG00000154133","1","0.93","low","No","No","Compara","","Add","G2F details (ROBO4)    DRscDB Data: (ROBO4)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","374462","9679","PTPRQ","ENSG00000139304","1","0.93","low","No","No","Compara","","Add","G2F details (PTPRQ)    DRscDB Data: (PTPRQ)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","4684","7656","NCAM1","ENSG00000149294","1","0.93","low","No","No","Compara","","Add","G2F details (NCAM1)    DRscDB Data: (NCAM1)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","1272","2171","CNTN1","ENSG00000018236","1","0.93","low","No","No","Compara","","Add","G2F details (CNTN1)    DRscDB Data: (CNTN1)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","64221","13433","ROBO3","ENSG00000154134","1","0.93","low","No","No","Compara","","Add","G2F details (ROBO3)    DRscDB Data: (ROBO3)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","57549","18132","IGSF9","ENSG00000085552","1","0.93","low","No","No","Compara","","Add","G2F details (IGSF9)    DRscDB Data: (IGSF9)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","6091","10249","ROBO1","ENSG00000169855","1","0.93","low","No","No","Compara","","Add","G2F details (ROBO1)    DRscDB Data: (ROBO1)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","3897","6470","L1CAM","ENSG00000198910","1","0.93","low","No","No","Compara","","Add","G2F details (L1CAM)    DRscDB Data: (L1CAM)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","25878","7539","MXRA5","ENSG00000101825","1","0.93","low","No","No","Compara","","Add","G2F details (MXRA5)    DRscDB Data: (MXRA5)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","1630","2701","DCC","ENSG00000187323","1","0.93","low","No","No","Compara","","Add","G2F details (DCC)    DRscDB Data: (DCC)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","285313","26384","IGSF10","ENSG00000152580","1","0.93","low","No","No","Compara","","Add","G2F details (IGSF10)    DRscDB Data: (IGSF10)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","6092","10250","ROBO2","ENSG00000185008","1","0.93","low","No","No","Compara","","Add","G2F details (ROBO2)    DRscDB Data: (ROBO2)                             Human Protein Atlas  (HPA)"
"13","FBgn0033159","35652","FBgn0033159","Dscam1","Human","9543","9700","IGDCC3","ENSG00000174498","1","0.93","low","No","No","Compara","","Add","G2F details (IGDCC3)    DRscDB Data: (IGDCC3)                             Human Protein Atlas  (HPA)"
